ID,Resolution,WSI,Class,Image_path
19088,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_362.jpg
19089,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_209.jpg
19090,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_333.jpg
19091,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_251.jpg
19092,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_275.jpg
19093,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_157.jpg
19094,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_101.jpg
19095,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_77.jpg
19096,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_125.jpg
19097,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_339.jpg
19098,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_37.jpg
19099,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_184.jpg
19100,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_127.jpg
19101,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_64.jpg
19102,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_231.jpg
19103,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_271.jpg
19104,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_116.jpg
19105,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_169.jpg
19106,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_22.jpg
19107,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_44.jpg
19108,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_134.jpg
19109,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_138.jpg
19110,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_330.jpg
19111,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_10.jpg
19112,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_334.jpg
19113,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_67.jpg
19114,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_89.jpg
19115,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_320.jpg
19116,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_310.jpg
19117,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_290.jpg
19118,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_90.jpg
19119,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_113.jpg
19120,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_152.jpg
19121,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_305.jpg
19122,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_84.jpg
19123,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_5.jpg
19124,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_158.jpg
19125,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_308.jpg
19126,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_227.jpg
19127,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_234.jpg
19128,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_62.jpg
19129,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_255.jpg
19130,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_110.jpg
19131,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_356.jpg
19132,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_42.jpg
19133,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_99.jpg
19134,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_82.jpg
19135,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_180.jpg
19136,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_191.jpg
19137,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_215.jpg
19138,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_332.jpg
19139,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_31.jpg
19140,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_49.jpg
19141,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_300.jpg
19142,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_168.jpg
19143,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_277.jpg
19144,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_12.jpg
19145,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_170.jpg
19146,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_225.jpg
19147,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_219.jpg
19148,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_326.jpg
19149,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_293.jpg
19150,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_14.jpg
19151,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_220.jpg
19152,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_228.jpg
19153,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_286.jpg
19154,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_17.jpg
19155,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_311.jpg
19156,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_174.jpg
19157,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_230.jpg
19158,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_229.jpg
19159,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_139.jpg
19160,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_69.jpg
19161,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_145.jpg
19162,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_63.jpg
19163,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_239.jpg
19164,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_78.jpg
19165,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_258.jpg
19166,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_132.jpg
19167,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_59.jpg
19168,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_289.jpg
19169,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_265.jpg
19170,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=19240_y=38262_w=11855_h=8428/patch_102.jpg
19171,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_276.jpg
19172,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_172.jpg
19173,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_30.jpg
19174,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_118.jpg
19175,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_133.jpg
19176,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_68.jpg
19177,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_206.jpg
19178,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_94.jpg
19179,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_103.jpg
19180,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_76.jpg
19181,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_217.jpg
19182,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_87.jpg
19183,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_200.jpg
19184,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_260.jpg
19185,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_177.jpg
19186,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_309.jpg
19187,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_336.jpg
19188,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_295.jpg
19189,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_331.jpg
19190,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_21.jpg
19191,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_235.jpg
19192,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_312.jpg
19193,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_238.jpg
19194,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_56.jpg
19195,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_85.jpg
19196,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_224.jpg
19197,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_61.jpg
19198,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_237.jpg
19199,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_140.jpg
19200,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_205.jpg
19201,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_341.jpg
19202,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_166.jpg
19203,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_6.jpg
19204,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_35.jpg
19205,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_222.jpg
19206,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_261.jpg
19207,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_283.jpg
19208,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_329.jpg
19209,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_36.jpg
19210,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_187.jpg
19211,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_204.jpg
19212,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_41.jpg
19213,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_361.jpg
19214,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_105.jpg
19215,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_104.jpg
19216,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_301.jpg
19217,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_100.jpg
19218,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_307.jpg
19219,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_352.jpg
19220,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_210.jpg
19221,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_266.jpg
19222,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_153.jpg
19223,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_119.jpg
19224,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_364.jpg
19225,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_144.jpg
19226,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_112.jpg
19227,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_297.jpg
19228,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_4.jpg
19229,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_155.jpg
19230,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_150.jpg
19231,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_81.jpg
19232,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_195.jpg
19233,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_268.jpg
19234,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_43.jpg
19235,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_250.jpg
19236,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_115.jpg
19237,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_83.jpg
19238,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_358.jpg
19239,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_27.jpg
19240,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_123.jpg
19241,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_306.jpg
19242,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_39.jpg
19243,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_52.jpg
19244,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_73.jpg
19245,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_122.jpg
19246,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_365.jpg
19247,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_294.jpg
19248,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_154.jpg
19249,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_3.jpg
19250,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_249.jpg
19251,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_298.jpg
19252,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_214.jpg
19253,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_176.jpg
19254,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_165.jpg
19255,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_208.jpg
19256,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_161.jpg
19257,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_253.jpg
19258,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_303.jpg
19259,10x,!1_S154_1,sxgsz,source_data_patch_use/sxgsz/sxgsz-10X/!1_S154_1/x=24790_y=52228_w=11855_h=8428/patch_302.jpg
